,Class,y_test,y_pred
456,DISAP,2.0,2.0
1452,DISAP,2.0,2.0
1074,DISAP,0.0,0.0
38,DISAP,2.0,2.0
1177,DISAP,2.0,2.0
703,DISAP,2.0,2.0
1643,DISAP,2.0,2.0
1157,DISAP,2.0,2.0
572,DISAP,1.0,1.0
1085,DISAP,2.0,2.0
1635,DISAP,2.0,2.0
1652,DISAP,2.0,2.0
449,DISAP,1.0,1.0
1831,DISAP,2.0,2.0
53,DISAP,2.0,2.0
397,DISAP,2.0,1.0
212,DISAP,2.0,1.0
352,DISAP,2.0,2.0
1466,DISAP,2.0,2.0
1996,DISAP,2.0,2.0
970,DISAP,1.0,1.0
712,DISAP,2.0,2.0
989,DISAP,2.0,2.0
1502,DISAP,2.0,2.0
678,DISAP,2.0,2.0
1317,DISAP,0.0,0.0
1181,DISAP,2.0,2.0
1745,DISAP,2.0,2.0
233,DISAP,2.0,2.0
685,DISAP,2.0,2.0
1995,DISAP,2.0,2.0
564,DISAP,1.0,1.0
1640,DISAP,2.0,1.0
701,DISAP,2.0,1.0
1827,DISAP,2.0,2.0
1725,DISAP,2.0,2.0
1491,DISAP,2.0,2.0
1379,DISAP,2.0,2.0
522,DISAP,2.0,2.0
723,DISAP,2.0,2.0
1696,DISAP,0.0,0.0
158,DISAP,2.0,2.0
386,DISAP,1.0,1.0
975,DISAP,2.0,2.0
550,DISAP,1.0,1.0
1050,DISAP,2.0,2.0
1235,DISAP,2.0,2.0
1774,DISAP,2.0,2.0
1520,DISAP,2.0,2.0
242,DISAP,2.0,2.0
1710,DISAP,2.0,2.0
1223,DISAP,0.0,1.0
1796,DISAP,2.0,2.0
1281,DISAP,2.0,2.0
337,DISAP,2.0,2.0
515,DISAP,2.0,2.0
87,DISAP,2.0,2.0
1305,DISAP,0.0,0.0
725,DISAP,2.0,2.0
481,DISAP,2.0,2.0
477,DISAP,2.0,2.0
2037,DISAP,2.0,2.0
464,DISAP,2.0,2.0
999,DISAP,2.0,2.0
938,DISAP,2.0,2.0
661,DISAP,2.0,2.0
1194,DISAP,1.0,2.0
1878,DISAP,2.0,2.0
1719,DISAP,1.0,2.0
1617,DISAP,2.0,2.0
1664,DISAP,2.0,2.0
1895,DISAP,1.0,0.0
1519,DISAP,0.0,0.0
1904,DISAP,2.0,2.0
1263,DISAP,2.0,2.0
1042,DISAP,2.0,2.0
1733,DISAP,0.0,0.0
1624,DISAP,2.0,2.0
331,DISAP,2.0,2.0
1463,DISAP,2.0,2.0
305,DISAP,1.0,2.0
1329,DISAP,2.0,2.0
1639,DISAP,0.0,1.0
613,DISAP,2.0,2.0
2063,DISAP,2.0,2.0
1993,DISAP,2.0,2.0
1052,DISAP,2.0,2.0
623,DISAP,2.0,2.0
1803,DISAP,2.0,2.0
1935,DISAP,2.0,2.0
91,DISAP,1.0,1.0
1309,DISAP,2.0,2.0
328,DISAP,2.0,2.0
64,DISAP,1.0,0.0
1840,DISAP,0.0,0.0
1429,DISAP,2.0,2.0
695,DISAP,2.0,2.0
413,DISAP,2.0,2.0
1445,DISAP,2.0,2.0
629,DISAP,2.0,2.0
448,DISAP,2.0,2.0
1028,DISAP,2.0,2.0
1809,DISAP,2.0,2.0
941,DISAP,1.0,1.0
2048,DISAP,2.0,2.0
1067,DISAP,2.0,2.0
516,DISAP,2.0,2.0
1184,DISAP,1.0,2.0
1685,DISAP,2.0,2.0
2047,DISAP,2.0,2.0
1153,DISAP,2.0,2.0
1185,DISAP,2.0,2.0
240,DISAP,1.0,1.0
966,DISAP,1.0,1.0
503,DISAP,2.0,2.0
1720,DISAP,2.0,2.0
1479,DISAP,2.0,2.0
741,DISAP,1.0,2.0
179,DISAP,2.0,2.0
1139,DISAP,2.0,2.0
802,DISAP,2.0,2.0
1944,DISAP,2.0,2.0
421,DISAP,2.0,2.0
1548,DISAP,2.0,2.0
649,DISAP,1.0,1.0
1073,DISAP,2.0,2.0
868,DISAP,2.0,2.0
2006,DISAP,1.0,1.0
342,DISAP,2.0,2.0
232,DISAP,2.0,2.0
1062,DISAP,2.0,2.0
310,DISAP,2.0,2.0
776,DISAP,1.0,2.0
1857,DISAP,2.0,2.0
1129,DISAP,1.0,2.0
499,DISAP,2.0,2.0
1718,DISAP,2.0,2.0
1738,DISAP,1.0,0.0
734,DISAP,2.0,2.0
1578,DISAP,2.0,2.0
873,DISAP,2.0,2.0
1633,DISAP,2.0,2.0
1540,DISAP,2.0,2.0
316,DISAP,2.0,2.0
919,DISAP,0.0,0.0
1394,DISAP,2.0,2.0
624,DISAP,1.0,1.0
566,DISAP,0.0,0.0
463,DISAP,2.0,2.0
508,DISAP,2.0,2.0
536,DISAP,2.0,2.0
803,DISAP,2.0,2.0
937,DISAP,2.0,2.0
1442,DISAP,2.0,2.0
491,DISAP,2.0,2.0
1734,DISAP,2.0,2.0
1825,DISAP,2.0,1.0
2009,DISAP,2.0,2.0
1509,DISAP,1.0,1.0
1427,DISAP,2.0,2.0
1419,DISAP,2.0,2.0
230,DISAP,0.0,2.0
214,DISAP,0.0,0.0
371,DISAP,2.0,2.0
1483,DISAP,2.0,2.0
2020,DISAP,2.0,2.0
381,DISAP,0.0,1.0
1950,DISAP,1.0,1.0
584,DISAP,1.0,2.0
1910,DISAP,2.0,2.0
893,DISAP,2.0,2.0
2003,DISAP,2.0,2.0
1455,DISAP,2.0,2.0
1938,DISAP,2.0,2.0
943,DISAP,2.0,2.0
505,DISAP,1.0,1.0
453,DISAP,2.0,2.0
1859,DISAP,2.0,2.0
1087,DISAP,1.0,1.0
1942,DISAP,2.0,2.0
1077,DISAP,2.0,2.0
1959,DISAP,2.0,2.0
219,DISAP,2.0,1.0
636,DISAP,2.0,2.0
1977,DISAP,2.0,2.0
717,DISAP,2.0,2.0
1591,DISAP,2.0,2.0
415,DISAP,1.0,1.0
1621,DISAP,2.0,2.0
750,DISAP,2.0,2.0
1251,DISAP,2.0,2.0
2025,DISAP,2.0,1.0
1081,DISAP,2.0,2.0
841,DISAP,1.0,1.0
645,DISAP,2.0,2.0
248,DISAP,0.0,0.0
19,DISAP,2.0,2.0
336,DISAP,2.0,2.0
726,DISAP,2.0,2.0
884,DISAP,2.0,2.0
1027,DISAP,2.0,2.0
1083,DISAP,2.0,2.0
950,DISAP,2.0,2.0
1234,DISAP,2.0,2.0
1512,DISAP,2.0,2.0
1330,DISAP,1.0,1.0
944,DISAP,1.0,1.0
991,DISAP,1.0,2.0
249,DISAP,2.0,2.0
1178,DISAP,2.0,2.0
1780,DISAP,2.0,2.0
1291,DISAP,2.0,2.0
1929,DISAP,0.0,0.0
1918,DISAP,2.0,2.0
820,DISAP,0.0,0.0
857,DISAP,2.0,2.0
1386,DISAP,2.0,2.0
1230,DISAP,2.0,2.0
1395,DISAP,1.0,2.0
1566,DISAP,2.0,2.0
1634,DISAP,2.0,2.0
1754,DISAP,2.0,2.0
391,DISAP,2.0,1.0
73,DISAP,2.0,2.0
819,DISAP,2.0,2.0
1991,DISAP,2.0,2.0
1380,DISAP,2.0,2.0
1009,DISAP,1.0,1.0
1473,DISAP,2.0,2.0
51,DISAP,0.0,0.0
125,DISAP,2.0,1.0
350,DISAP,2.0,2.0
1486,DISAP,2.0,2.0
435,DISAP,2.0,2.0
127,DISAP,2.0,2.0
910,DISAP,2.0,2.0
1411,DISAP,2.0,2.0
1541,DISAP,2.0,2.0
135,DISAP,0.0,0.0
742,DISAP,1.0,1.0
588,DISAP,2.0,1.0
2051,DISAP,2.0,2.0
1468,DISAP,2.0,2.0
1820,DISAP,2.0,2.0
1439,DISAP,2.0,2.0
1933,DISAP,2.0,2.0
1863,DISAP,2.0,2.0
509,DISAP,2.0,1.0
1271,DISAP,2.0,2.0
1383,DISAP,2.0,2.0
164,DISAP,2.0,2.0
658,DISAP,2.0,2.0
631,DISAP,0.0,0.0
1937,DISAP,2.0,2.0
92,DISAP,2.0,2.0
805,DISAP,2.0,2.0
1941,DISAP,2.0,2.0
1252,DISAP,2.0,2.0
674,DISAP,2.0,2.0
568,DISAP,2.0,2.0
1149,DISAP,2.0,2.0
597,DISAP,0.0,0.0
739,DISAP,1.0,2.0
1253,DISAP,2.0,2.0
2060,DISAP,2.0,2.0
1324,DISAP,2.0,2.0
1580,DISAP,2.0,2.0
1142,DISAP,2.0,2.0
1817,DISAP,2.0,2.0
488,DISAP,1.0,2.0
754,DISAP,2.0,2.0
2030,DISAP,2.0,2.0
390,DISAP,2.0,2.0
288,DISAP,2.0,2.0
1782,DISAP,2.0,2.0
1763,DISAP,2.0,2.0
1615,DISAP,2.0,2.0
872,DISAP,2.0,2.0
1431,DISAP,2.0,2.0
188,DISAP,1.0,0.0
668,DISAP,2.0,2.0
1023,DISAP,2.0,2.0
1971,DISAP,2.0,2.0
1079,DISAP,0.0,0.0
1451,DISAP,2.0,2.0
1947,DISAP,2.0,2.0
1239,DISAP,2.0,2.0
1432,DISAP,2.0,2.0
1246,DISAP,2.0,2.0
1225,DISAP,2.0,2.0
364,DISAP,2.0,2.0
1690,DISAP,2.0,2.0
1818,DISAP,2.0,2.0
847,DISAP,2.0,2.0
1722,DISAP,2.0,2.0
1672,DISAP,2.0,2.0
1493,DISAP,2.0,2.0
1728,DISAP,2.0,2.0
853,DISAP,2.0,2.0
1344,DISAP,1.0,1.0
686,DISAP,2.0,2.0
1636,DISAP,2.0,2.0
818,DISAP,2.0,2.0
1101,DISAP,2.0,2.0
1958,DISAP,2.0,2.0
1508,DISAP,2.0,2.0
1040,DISAP,2.0,2.0
581,DISAP,2.0,1.0
1405,DISAP,2.0,2.0
354,DISAP,2.0,2.0
1964,DISAP,2.0,2.0
440,DISAP,2.0,2.0
503,KILL,2.0,2.0
734,KILL,2.0,2.0
1328,KILL,1.0,1.0
1061,KILL,2.0,2.0
512,KILL,2.0,1.0
1663,KILL,1.0,2.0
621,KILL,2.0,2.0
972,KILL,1.0,1.0
1793,KILL,2.0,2.0
776,KILL,1.0,1.0
1166,KILL,0.0,1.0
911,KILL,2.0,2.0
137,KILL,2.0,1.0
456,KILL,2.0,2.0
831,KILL,2.0,2.0
426,KILL,1.0,1.0
1502,KILL,1.0,2.0
1022,KILL,2.0,2.0
90,KILL,2.0,2.0
1481,KILL,0.0,0.0
405,KILL,0.0,0.0
1517,KILL,1.0,2.0
433,KILL,0.0,1.0
1447,KILL,2.0,2.0
352,KILL,2.0,2.0
1550,KILL,1.0,0.0
892,KILL,1.0,2.0
1619,KILL,2.0,2.0
1942,KILL,2.0,2.0
694,KILL,2.0,2.0
999,KILL,1.0,1.0
1738,KILL,0.0,0.0
1248,KILL,2.0,2.0
516,KILL,0.0,0.0
317,KILL,0.0,1.0
933,KILL,2.0,1.0
1372,KILL,1.0,1.0
496,KILL,2.0,2.0
1139,KILL,2.0,2.0
257,KILL,1.0,1.0
2030,KILL,0.0,0.0
1396,KILL,0.0,1.0
1821,KILL,2.0,2.0
1924,KILL,1.0,1.0
1212,KILL,2.0,2.0
846,KILL,1.0,1.0
494,KILL,2.0,2.0
1546,KILL,1.0,0.0
245,KILL,0.0,0.0
723,KILL,1.0,1.0
1727,KILL,0.0,0.0
1127,KILL,2.0,2.0
570,KILL,2.0,2.0
623,KILL,1.0,1.0
1725,KILL,2.0,1.0
779,KILL,1.0,1.0
448,KILL,1.0,1.0
1377,KILL,1.0,1.0
424,KILL,2.0,1.0
725,KILL,1.0,1.0
2006,KILL,1.0,1.0
1810,KILL,1.0,1.0
713,KILL,2.0,1.0
1480,KILL,1.0,1.0
938,KILL,2.0,2.0
1422,KILL,2.0,2.0
1316,KILL,2.0,2.0
1634,KILL,2.0,2.0
950,KILL,2.0,2.0
1378,KILL,1.0,1.0
515,KILL,2.0,0.0
84,KILL,2.0,2.0
937,KILL,1.0,1.0
447,KILL,2.0,2.0
140,KILL,1.0,2.0
34,KILL,1.0,1.0
620,KILL,2.0,2.0
873,KILL,2.0,2.0
2048,KILL,2.0,2.0
1310,KILL,2.0,1.0
695,KILL,2.0,2.0
707,KILL,2.0,0.0
966,KILL,0.0,0.0
1900,KILL,0.0,1.0
564,KILL,1.0,1.0
658,KILL,2.0,1.0
583,KILL,0.0,1.0
465,KILL,2.0,2.0
1435,KILL,2.0,2.0
1740,KILL,1.0,1.0
906,KILL,2.0,2.0
1544,KILL,2.0,1.0
742,KILL,0.0,0.0
2058,KILL,1.0,1.0
1430,KILL,2.0,2.0
1935,KILL,2.0,2.0
1867,KILL,1.0,1.0
1758,KILL,2.0,1.0
2004,KILL,2.0,1.0
649,KILL,2.0,1.0
940,KILL,1.0,1.0
872,KILL,1.0,2.0
1028,KILL,2.0,2.0
1929,KILL,1.0,0.0
325,KILL,2.0,2.0
1533,KILL,1.0,1.0
1529,KILL,1.0,1.0
717,KILL,1.0,2.0
1222,KILL,2.0,2.0
761,KILL,0.0,0.0
1399,KILL,2.0,2.0
1165,KILL,1.0,1.0
1259,KILL,2.0,2.0
1946,KILL,0.0,0.0
1799,KILL,2.0,2.0
1364,KILL,0.0,0.0
323,KILL,1.0,2.0
236,KILL,1.0,1.0
1311,KILL,2.0,2.0
686,KILL,2.0,2.0
533,KILL,1.0,1.0
795,KILL,1.0,1.0
171,KILL,2.0,2.0
150,KILL,2.0,2.0
1583,KILL,1.0,1.0
379,KILL,0.0,0.0
1994,KILL,1.0,1.0
2009,KILL,0.0,0.0
296,KILL,2.0,2.0
1450,KILL,2.0,2.0
1176,KILL,1.0,2.0
1326,KILL,1.0,1.0
1629,KILL,2.0,2.0
388,KILL,0.0,0.0
2061,KILL,1.0,1.0
881,KILL,0.0,1.0
1493,KILL,1.0,1.0
557,KILL,2.0,2.0
1362,KILL,1.0,1.0
1418,KILL,2.0,2.0
1085,KILL,1.0,1.0
1542,KILL,0.0,0.0
750,KILL,2.0,2.0
696,KILL,1.0,2.0
1194,KILL,0.0,1.0
294,KILL,2.0,2.0
1238,KILL,2.0,2.0
497,KILL,0.0,1.0
341,KILL,1.0,1.0
1714,KILL,1.0,1.0
1839,KILL,0.0,0.0
272,KILL,2.0,2.0
27,KILL,1.0,1.0
611,KILL,2.0,1.0
82,KILL,1.0,1.0
1695,KILL,0.0,0.0
1027,KILL,2.0,2.0
302,KILL,2.0,2.0
836,KILL,2.0,2.0
775,KILL,1.0,1.0
1836,KILL,2.0,1.0
1721,KILL,1.0,1.0
605,KILL,2.0,2.0
900,KILL,0.0,0.0
664,KILL,2.0,2.0
2010,KILL,1.0,1.0
1419,KILL,1.0,1.0
1116,KILL,0.0,0.0
1219,KILL,0.0,0.0
1519,KILL,0.0,0.0
1897,KILL,2.0,2.0
1193,KILL,1.0,1.0
645,KILL,1.0,0.0
1808,KILL,2.0,2.0
145,KILL,1.0,1.0
668,KILL,2.0,2.0
887,KILL,2.0,2.0
1539,KILL,2.0,2.0
703,KILL,1.0,0.0
1471,KILL,2.0,2.0
1067,KILL,2.0,2.0
1614,KILL,2.0,2.0
989,KILL,1.0,1.0
498,KILL,2.0,2.0
280,KILL,2.0,2.0
217,KILL,1.0,2.0
857,KILL,2.0,2.0
1628,KILL,2.0,2.0
2020,KILL,2.0,2.0
432,KILL,0.0,0.0
304,KILL,1.0,1.0
1636,KILL,1.0,1.0
871,KILL,2.0,2.0
40,KILL,1.0,1.0
1008,KILL,0.0,0.0
1086,KILL,2.0,2.0
1520,KILL,2.0,2.0
160,KILL,2.0,2.0
1045,KILL,2.0,2.0
207,KILL,2.0,2.0
1998,KILL,2.0,2.0
1284,KILL,0.0,0.0
412,KILL,1.0,1.0
832,KILL,1.0,1.0
61,KILL,2.0,2.0
397,KILL,1.0,1.0
1811,KILL,2.0,2.0
1768,KILL,2.0,2.0
1507,KILL,1.0,2.0
1667,KILL,2.0,2.0
403,KILL,1.0,0.0
1819,KILL,2.0,2.0
377,KILL,0.0,0.0
2002,KILL,1.0,1.0
1271,KILL,2.0,2.0
522,KILL,2.0,2.0
1647,KILL,0.0,0.0
1832,KILL,0.0,0.0
1580,KILL,2.0,1.0
2036,KILL,2.0,2.0
443,KILL,2.0,2.0
1891,KILL,2.0,1.0
98,KILL,2.0,1.0
77,KILL,2.0,2.0
799,KILL,1.0,1.0
1764,KILL,2.0,2.0
508,KILL,2.0,2.0
313,KILL,0.0,0.0
93,KILL,2.0,2.0
434,KILL,1.0,2.0
1719,KILL,1.0,1.0
270,KILL,1.0,2.0
89,KILL,2.0,2.0
206,KILL,0.0,1.0
1856,KILL,2.0,2.0
736,KILL,2.0,1.0
1128,KILL,0.0,0.0
550,KILL,0.0,0.0
1760,KILL,2.0,2.0
1074,KILL,0.0,1.0
1147,KILL,2.0,2.0
572,KILL,0.0,0.0
1104,KILL,2.0,2.0
629,KILL,2.0,2.0
481,KILL,2.0,2.0
54,KILL,0.0,0.0
996,KILL,1.0,1.0
685,KILL,2.0,2.0
2064,KILL,1.0,1.0
1501,KILL,1.0,1.0
567,KILL,1.0,0.0
282,KILL,2.0,2.0
96,KILL,2.0,2.0
1988,KILL,2.0,2.0
1752,KILL,1.0,1.0
124,KILL,2.0,2.0
1250,KILL,2.0,2.0
477,KILL,2.0,2.0
1279,KILL,1.0,2.0
970,KILL,0.0,0.0
1889,KILL,2.0,2.0
38,KILL,0.0,0.0
1648,KILL,1.0,2.0
1521,KILL,2.0,1.0
674,KILL,2.0,1.0
853,KILL,2.0,2.0
573,KILL,1.0,1.0
1971,KILL,2.0,2.0
1635,KILL,1.0,0.0
1652,KILL,1.0,1.0
386,KILL,0.0,0.0
1658,KILL,1.0,2.0
53,KILL,2.0,2.0
1694,KILL,0.0,0.0
212,KILL,0.0,0.0
1072,KILL,2.0,2.0
1062,KILL,2.0,2.0
1996,KILL,1.0,2.0
654,KILL,2.0,2.0
949,KILL,2.0,2.0
1904,KILL,1.0,1.0
1170,KILL,1.0,1.0
680,KILL,1.0,2.0
901,KILL,2.0,1.0
368,KILL,2.0,2.0
1927,KILL,1.0,2.0
233,KILL,1.0,1.0
1235,KILL,2.0,2.0
1910,KILL,1.0,1.0
384,KILL,0.0,1.0
1843,KILL,2.0,1.0
1456,KILL,2.0,2.0
1936,KILL,0.0,0.0
1710,KILL,1.0,1.0
1451,KILL,2.0,2.0
1685,KILL,1.0,1.0
1999,KILL,2.0,2.0
1774,KILL,2.0,2.0
1696,KILL,2.0,2.0
158,KILL,2.0,2.0
387,KILL,2.0,2.0
1224,KILL,2.0,2.0
1596,KILL,2.0,2.0
1053,KILL,2.0,2.0
464,KILL,2.0,2.0
841,KILL,1.0,1.0
951,KILL,2.0,2.0
242,KILL,1.0,0.0
1883,KILL,2.0,1.0
1898,KILL,2.0,2.0
1796,KILL,2.0,2.0
1820,KILL,1.0,2.0
337,KILL,2.0,1.0
1817,KILL,1.0,0.0
87,KILL,2.0,2.0
1504,KILL,0.0,0.0
727,KILL,1.0,1.0
536,KILL,1.0,1.0
1467,KILL,1.0,1.0
1498,KILL,0.0,0.0
701,KILL,1.0,1.0
584,KILL,0.0,1.0
1512,KILL,1.0,1.0
1516,KILL,0.0,0.0
754,KILL,2.0,2.0
838,KILL,2.0,2.0
1720,KILL,0.0,0.0
1617,KILL,2.0,2.0
1664,KILL,0.0,0.0
1860,KILL,2.0,2.0
1633,KILL,2.0,2.0
521,KILL,2.0,1.0
1964,KILL,1.0,2.0
1415,KILL,1.0,2.0
699,KILL,2.0,2.0
958,KILL,0.0,0.0
331,KILL,0.0,0.0
1004,KILL,1.0,1.0
305,KILL,0.0,0.0
1394,KILL,1.0,1.0
1734,KILL,2.0,2.0
436,KILL,0.0,0.0
1173,KILL,0.0,0.0
1125,KILL,2.0,2.0
1460,KILL,2.0,2.0
1509,KILL,2.0,0.0
1888,KILL,1.0,0.0
1880,KILL,0.0,0.0
91,KILL,0.0,2.0
548,KILL,2.0,1.0
328,KILL,2.0,2.0
64,KILL,1.0,0.0
973,KILL,2.0,2.0
1977,KILL,2.0,2.0
1733,KILL,0.0,1.0
413,KILL,2.0,2.0
1446,KILL,1.0,2.0
1535,KILL,1.0,1.0
449,KILL,1.0,0.0
1108,KILL,0.0,0.0
991,KILL,0.0,0.0
943,KILL,0.0,0.0
1909,KILL,2.0,2.0
1991,KILL,2.0,2.0
1324,KILL,2.0,2.0
1186,KILL,2.0,2.0
1016,KILL,0.0,0.0
2047,KILL,2.0,2.0
1257,KILL,2.0,2.0
993,KILL,2.0,2.0
240,KILL,1.0,0.0
1849,KILL,1.0,1.0
1500,KILL,0.0,0.0
884,KILL,2.0,2.0
1444,KILL,2.0,2.0
1201,KILL,1.0,0.0
499,KILL,2.0,2.0
179,KILL,2.0,1.0
1141,KILL,1.0,1.0
805,KILL,0.0,0.0
1944,KILL,2.0,2.0
421,KILL,0.0,0.0
678,KILL,2.0,2.0
1552,KILL,1.0,1.0
1077,KILL,2.0,2.0
1068,KILL,2.0,2.0
1708,KILL,1.0,1.0
342,KILL,2.0,2.0
232,KILL,0.0,1.0
979,KILL,1.0,1.0
310,KILL,2.0,2.0
566,KILL,0.0,0.0
1770,KILL,2.0,2.0
1078,KILL,2.0,2.0
1497,KILL,1.0,1.0
1941,KILL,2.0,1.0
1283,KILL,1.0,1.0
1728,KILL,1.0,1.0
1134,KILL,0.0,1.0
1270,KILL,2.0,2.0
1985,KILL,2.0,2.0
1540,KILL,1.0,1.0
316,KILL,1.0,2.0
661,KILL,2.0,2.0
1408,KILL,2.0,2.0
627,KILL,2.0,2.0
569,KILL,0.0,0.0
463,KILL,2.0,2.0
510,KILL,2.0,2.0
1545,KILL,2.0,1.0
806,KILL,2.0,2.0
818,KILL,1.0,2.0
1443,KILL,2.0,2.0
491,KILL,2.0,2.0
916,KILL,2.0,2.0
2057,KILL,0.0,0.0
977,KILL,1.0,1.0
1231,KILL,2.0,2.0
2071,KILL,2.0,2.0
693,KILL,2.0,2.0
230,KILL,1.0,0.0
214,KILL,0.0,0.0
371,KILL,2.0,2.0
768,KILL,1.0,1.0
624,KILL,0.0,0.0
381,KILL,0.0,0.0
1950,KILL,0.0,0.0
1986,KILL,2.0,2.0
1737,KILL,0.0,1.0
895,KILL,0.0,1.0
2003,KILL,1.0,2.0
1650,KILL,2.0,0.0
1322,KILL,1.0,1.0
1671,KILL,1.0,1.0
505,KILL,1.0,1.0
453,KILL,0.0,1.0
1050,KILL,2.0,2.0
710,KILL,2.0,2.0
1866,KILL,0.0,1.0
1080,KILL,2.0,2.0
1993,KILL,1.0,1.0
219,KILL,1.0,1.0
1878,KILL,1.0,1.0
830,KILL,2.0,2.0
1476,KILL,2.0,1.0
826,KILL,2.0,2.0
415,KILL,1.0,0.0
1172,KILL,1.0,2.0
1126,KILL,2.0,1.0
1252,KILL,1.0,1.0
1118,KILL,2.0,2.0
1871,KILL,2.0,1.0
1963,KILL,2.0,2.0
1180,KILL,2.0,2.0
248,KILL,0.0,0.0
19,KILL,1.0,2.0
336,KILL,1.0,1.0
1609,KILL,2.0,2.0
1057,KILL,2.0,2.0
1499,KILL,2.0,2.0
613,KILL,1.0,0.0
1718,KILL,2.0,1.0
1475,KILL,1.0,0.0
1169,KILL,2.0,2.0
712,KILL,2.0,2.0
1677,KILL,1.0,1.0
551,KILL,0.0,0.0
1379,KILL,2.0,1.0
249,KILL,2.0,2.0
1863,KILL,1.0,1.0
1780,KILL,1.0,2.0
1292,KILL,2.0,2.0
833,KILL,1.0,0.0
1217,KILL,2.0,2.0
636,KILL,2.0,2.0
739,KILL,1.0,1.0
1387,KILL,1.0,2.0
893,KILL,2.0,2.0
1343,KILL,2.0,2.0
2046,KILL,2.0,2.0
1948,KILL,2.0,2.0
1806,KILL,2.0,2.0
391,KILL,1.0,1.0
73,KILL,2.0,1.0
740,KILL,2.0,2.0
631,KILL,0.0,0.0
1381,KILL,1.0,2.0
1334,KILL,2.0,1.0
879,KILL,2.0,2.0
51,KILL,0.0,0.0
125,KILL,1.0,1.0
350,KILL,2.0,2.0
1486,KILL,2.0,1.0
435,KILL,1.0,1.0
127,KILL,1.0,0.0
1329,KILL,0.0,0.0
948,KILL,1.0,1.0
1769,KILL,2.0,2.0
135,KILL,1.0,0.0
860,KILL,2.0,2.0
588,KILL,2.0,2.0
2051,KILL,1.0,1.0
1649,KILL,1.0,2.0
1959,KILL,1.0,2.0
1835,KILL,1.0,1.0
1039,KILL,1.0,1.0
1367,KILL,1.0,1.0
509,KILL,1.0,1.0
2016,KILL,2.0,2.0
1384,KILL,1.0,1.0
164,KILL,2.0,1.0
660,KILL,2.0,2.0
1625,KILL,2.0,2.0
92,KILL,2.0,2.0
2063,KILL,2.0,2.0
1739,KILL,1.0,2.0
1266,KILL,1.0,1.0
2045,KILL,0.0,0.0
568,KILL,2.0,2.0
2007,KILL,0.0,0.0
597,KILL,0.0,0.0
726,KILL,2.0,2.0
1879,KILL,2.0,2.0
2060,KILL,2.0,2.0
794,KILL,2.0,1.0
1562,KILL,0.0,1.0
1144,KILL,1.0,2.0
1138,KILL,1.0,1.0
488,KILL,1.0,2.0
1191,KILL,0.0,0.0
1228,KILL,2.0,2.0
390,KILL,2.0,1.0
288,KILL,2.0,2.0
1782,KILL,1.0,2.0
1906,KILL,1.0,1.0
1615,KILL,2.0,2.0
1701,KILL,1.0,1.0
1958,KILL,1.0,1.0
188,KILL,0.0,0.0
1825,KILL,1.0,1.0
2011,KILL,2.0,2.0
1308,KILL,2.0,2.0
1420,KILL,0.0,0.0
882,KILL,2.0,2.0
1847,KILL,2.0,2.0
1241,KILL,2.0,2.0
1484,KILL,1.0,2.0
1247,KILL,2.0,2.0
995,KILL,1.0,2.0
364,KILL,1.0,1.0
1690,KILL,2.0,1.0
1325,KILL,1.0,1.0
1342,KILL,1.0,1.0
1722,KILL,2.0,2.0
1672,KILL,0.0,0.0
1827,KILL,1.0,2.0
1315,KILL,1.0,2.0
1803,KILL,1.0,2.0
1759,KILL,2.0,2.0
1489,KILL,2.0,2.0
1102,KILL,1.0,1.0
820,KILL,0.0,0.0
1103,KILL,2.0,1.0
847,KILL,2.0,2.0
1781,KILL,1.0,2.0
1306,KILL,0.0,0.0
581,KILL,0.0,0.0
1406,KILL,2.0,2.0
354,KILL,0.0,0.0
1923,KILL,1.0,2.0
1888,POLPRIS,0.0,1.0
841,POLPRIS,1.0,0.0
1104,POLPRIS,2.0,1.0
983,POLPRIS,1.0,1.0
1732,POLPRIS,1.0,2.0
1873,POLPRIS,2.0,2.0
620,POLPRIS,2.0,2.0
794,POLPRIS,2.0,2.0
1429,POLPRIS,2.0,2.0
775,POLPRIS,2.0,0.0
1000,POLPRIS,0.0,2.0
1482,POLPRIS,1.0,0.0
137,POLPRIS,0.0,0.0
403,POLPRIS,0.0,0.0
388,POLPRIS,0.0,0.0
910,POLPRIS,0.0,0.0
1648,POLPRIS,1.0,1.0
1998,POLPRIS,2.0,2.0
90,POLPRIS,2.0,2.0
1480,POLPRIS,0.0,0.0
1680,POLPRIS,2.0,2.0
1024,POLPRIS,2.0,2.0
432,POLPRIS,0.0,0.0
1991,POLPRIS,1.0,2.0
1633,POLPRIS,2.0,2.0
1014,POLPRIS,2.0,2.0
948,POLPRIS,0.0,0.0
1618,POLPRIS,2.0,2.0
426,POLPRIS,2.0,2.0
1036,POLPRIS,2.0,2.0
1838,POLPRIS,0.0,1.0
1773,POLPRIS,2.0,2.0
1066,POLPRIS,2.0,2.0
1304,POLPRIS,0.0,0.0
1258,POLPRIS,1.0,1.0
1061,POLPRIS,2.0,2.0
710,POLPRIS,2.0,1.0
1622,POLPRIS,2.0,2.0
443,POLPRIS,2.0,2.0
257,POLPRIS,2.0,2.0
1021,POLPRIS,1.0,2.0
1337,POLPRIS,1.0,2.0
1700,POLPRIS,2.0,1.0
1924,POLPRIS,0.0,0.0
1211,POLPRIS,0.0,2.0
1533,POLPRIS,2.0,2.0
1370,POLPRIS,0.0,1.0
